stla	1605484
fdx	1048911
vcisy	1065198
ubs	1610520
ilmn	1110803
lzagy	1446711
atvi	718877
pdrdy	899108
relx	929869
regn	872589
dnngy	1679771
ing	1039765
tri	1075124
gd	40533
hum	49071
ifnny	1107457
met	1099219
emr	32604
net	1477333
lnsty	1439584
chgcy	1453934
lulu	1397187
amx	1129137
psa	1393311
fcx	831259
race	1648416
nxpi	1413447
pgr	80661
idxx	874716
safry	1364012
cm	1045520
mrvl	1835632
ftnt	1262039
trp	1232384
dxcm	1093557
rbgly	1420798
docu	1261333
epd	1061219
dnzoy	1446598
puk	1116578
eog	821189
olcly	1545460
jci	833444
bk	1390777
wit	1123799
twtr	1418091
hmc	715153
msci	1408198
cvna	1690820
ebay	1065088
cmg	1058090
aig	5272
e	1002242
dg	29534
cnq	1017413
klac	319201
bsbr	1471055
rop	882835
cpng	1834584
exc	1109357
mar	1048286
kdp	1418135
ddog	1561550
veev	1393052
scco	1001838
panw	1327567
lhx	202058
spot	1639920
info	1598014
algn	1097149
tel	1385157
snps	883241
sxyay	1575851
vrtx	875320
iqv	1478242
slb	87347
wfafy	1436381
mraay	1450468
lyg	1160106
vlvly	753762
a	1090872
spg	1063761
bcs	312069
aph	820313
bcmxy	1447011
carr	1783180
ecify	1387438
gpn	1123360
smfg	1022837
yahoy	1446437
crary	1279967
bce	718940
pxd	1038357
trow	1113169
pltr	1321655
aptv	1521332
nem	1164727
rblx	1315098
orly	898173
ntoiy	1436791
mnst	865752
vnja	1532383
mtch	891103
cdns	813672
khc	1637459
pru	1137774
roku	1428439
ngg	1004315
ctas	723254
kmb	55785
tak	1395064
bbva	842180
mpc	1510295
payx	723531
dow	1751788
gld	1222333
dlr	1297996
phg	313216
gvdny	1121631
itub	1132597
itocy	355363
vod	839923
tt	1466258
aep	4904
danoy	1048515
wba	1618921
xlnx	743988
msi	68505
ctsh	1058290
stz	16918
zs	1713683
kkr	1404912
rsg	1060391
jmhly	870016
abev	1565025
fanuy	1446596
u	1810806
afrm	1820953
sivb	719739
syy	96021
bbd	1160330
biib	875045
bax	10456
ntr	1725964
alc	1167379
kmi	1506307
ovchy	1448817
sre	1032208
isrg	1035267
mfc	1086888
eric	717826
cnc	1071739
okta	1660134
ea	712515
rost	745732
stm	932787
hlt	1585689
trv	86312
pins	1506293
dfs	1393612
kbcsy	1411133
azo	866787
dd	1666700
ttd	1671933
ph	76334
zijmy	1459580
ppg	79879
gis	40704
all	899051
khngy	1451287
afl	4977
rmd	943819
frc	1132979
crh	849395
yum	1041061
codyy	1012037
hsy	47111
hubs	1404655
vivhy	1127055
hpq	47217
psx	1534701
odfl	878927
sbac	1034054
mtcpy	1159204
svndy	1359519
rok	1024478
vonoy	1652630
iff	51253
adm	7084
otis	1781335
cgemy	1084656
nwg	844150
ashty	1518258
well	766704
epam	1352010
clpby	1294325
bgne	1651308
cprt	900075
tdg	1260221
xel	72903
cmi	26172
xpev	1810997
su	311337
stt	93751
knyjy	1436793
wmb	107263
wcn	1318220
cbre	1138118
amp	820027
gold	756894
vrsk	1442145
app	1751008
arzgy	1379235
trumy	1446672
rkt	1805284
nok	924613
vlo	1035002
mdb	1441816
gelyy	1474968
mfg	1335730
ahchy	1448987
lbrda	1611983
slf	1097362
ferg	1832433
mtd	1037646
bf-a	14693
iau	1278680
mck	927653
glw	24741
ndaq	1120193
avb	915912
lyb	1489393
awk	1410636
asazy	1253493
dhi	882184
fast	815556
mplx	1552000
peg	788784
hnnmy	1396282
keys	1601046
ctva	1755672
anss	1013462
eqr	906107
ajg	354190
alpmy	1446390
ec	1444406
fitb	35527
efx	33185
htht	1483994
zbh	1136869
dboey	1437147
bili	1723690
wltw	1140536
poahy	1450346
ibkr	1381197
payc	1590955
grmn	1121788
sgen	1060736
len	920760
wst	105770
mt	1243429
oxy	797468
sauhy	1451279
beke	1809587
cht	1132924
are	1035443
tu	868675
nue	73309
bll	9389
swk	93556
chcjy	1495687
etsy	1370637
gmab	1434265
hcmly	948696
anet	1596532
pcar	75362
oran	1038143
saxpy	1436778
ame	1037868
tsn	100493
tscdy	885834
es	72741
cjpry	1334687
kr	56873
lvs	1300514
gnrc	1474735
amady	1502104
wegzy	1445166
fmx	1061736
vfc	103379
li	1791706
bby	764478
dia	1041130
luv	92380
wec	783325
oke	1039684
upst	1647639
syf	1601712
bill	1786352
zbra	877212
crbjy	1454471
mdy	936958
cabhf	1436647
fojcy	1436740
cicoy	1445161
gbery	1179029
gwlif	850918
db	1159508
mgddy	896076
o	726728
wy	106535
hes	4447
pton	1639825
ksu	54480
swks	4127
et	1276187
dvn	1090012
alb	915913
splk	1353283
it	749251
yndx	1513845
lgfry	1554394
lh	920148
ccl	815097
chwy	1766502
tyidy	1130894
zi	1794515
fnv	1456346
lng	3570
ed	1047862
tlk	1001807
caj	16988
cdw	1402057
path	1734722
ntrs	73124
uri	1067701
pcg	1004980
ckhuy	1637120
zto	1677250
baesy	895564
hig	874766
bkr	1701605
rweoy	939380
dal	27904
ttm	926042
ssmxy	1517231
umc	1033767
hznp	1492426
w	1616707
abc	1140859
tef	814052
imo	49938
sonvy	1450681
yumc	1673358
ftv	1659166
mga	749098
viac	813828
gasny	1269920
siri	908937
cmaky	1453056
enph	1463101
exr	1289490
wmg	1319161
rci	733099
hban	49196
caixy	1535628
anyyy	1700171
ryaay	1038683
ztcoy	1445156
ccep	1650107
vmc	1396009
foxa	1754301
cs	1159510
ejpry	1093028
tsco	916365
xm	1747748
tlpfy	1450682
smnny	1640117
cuk	1125259
expe	1324424
alny	1178670
dov	29905
vrsn	1014473
mlm	916076
svnly	1448613
cve	1475260
czr	1590895
zshgy	1495686
dltr	935703
zlndy	1638747
dish	1001082
sui	912593
key	91576
cnhi	1567094
rnecy	1246135
mpwr	1280452
hal	45012
mgm	789570
gib	1061574
kmx	1170010
frrvy	1438571
invh	1687229
ppery	1461748
rng	1384905
flt	1175454
xyl	1524472
maa	912595
rprx	1802768
gww	277135
zg	1617640
sgsoy	1069347
asan	1477720
fandy	1454175
hrl	48465
ste	1757898
bio	12208
rf	1281761
ctlt	1596783
eix	827052
ppl	922224
ir	1699150
dte	936340
avtr	1722482
mtsfy	1446641
cjewy	1555574
otsky	1544613
ctryy	1462886
ix	1070304
lyv	1335258
tru	1552033
dt	1773383
wat	1000697
trmb	864749
tdoc	1477449
szkmy	1263521
cern	804753
ess	920522
aee	1002910
nrily	1179493
ucbjy	1290640
mkc	63754
cqp	1383650
amc	1411579
ppccy	1446747
rcl	884887
fms	1333141
fts	1666175
vtr	740260
crl	1100682
k	55067
br	1383312
cfg	759944
etr	65984
ip	51434
tyl	860731
dre	783280
jbht	728535
mchp	827054
chd	313927
ttwo	946581
imbby	1072670
ntap	1002047
mtb	36270
tdy	1094285
ui	1511737
hpe	1645590
fe	1031296
sgioy	1281721
coo	711404
expd	746515
thlly	1722401
tcom	1269238
fang	1539838
ally	40729
pkx	889132
podd	1145197
ulta	1403568
clx	21076
dkng	1772757
xp	1787425
pki	31791
plug	1093691
tw	1758730
on	1097864
tech	842023
pool	945841
ter	97210
cg	1527166
cinf	20286
aonny	1300175
nvzmy	1131345
gpc	40987
qrvo	1604778
qsr	1618756
dri	940944
ssnc	1402436
rol	84839
pfg	1126328
cday	1725057
kb	1445930
haity	1553473
coup	1385867
clr	732834
pba	1546066
peak	765880
schyy	1491703
ce	1306830
stx	1137789
burl	1579298
snmry	1437771
wpm	1323404
gdrx	1809519
amcr	1748790
weicy	1452191
bxp	1037540
holx	859737
bro	79282
bbwi	701985
oaofy	1058255
lsxma	1560385
lu	1816007
syiey	1444718
mkl	1096343
skm	1015650
ptaiy	1455967
nvei	1765159
dpz	1286681
clpxy	1490083
hei	46619
avy	8818
sbny	1288784
nvr	906163
j	52988
txg	1770787
akam	1086222
ccozy	1398879
grub	1792627
wab	943452
shg	1263043
cms	811156
entg	1101302
apo	1411494
wdc	106040
nice	1003935
dvcmy	1163417
tfx	96943
vedl	1370431
dgx	1022079
gctay	1158089
acgl	947484
bip	1406234
coihy	1513977
xngsy	1454948
sofi	1818874
jhx	1159152
lbtya	1570585
nuan	1002517
moh	1179929
lkq	1065696
tlsny	1169870
vtrs	1792044
pubgy	1050952
txt	217346
mndy	1845338
aes	874761
kikoy	1446656
szlmy	1438844
exas	1124140
lyft	1759509
mmex	1440799
chkp	1015922
iex	832101
ppd	1793294
nngry	1690981
ath	1527469
rkuny	1294591
ach	1161611
agr	1634997
cag	23217
whlkf	1449594
sbhmy	1604982
vici	1705696
udr	74208
sedg	1419612
fds	1013237
alfvy	863344
wpp	806968
pcty	1591698
pwr	1050915
bsy	1031308
abmd	815094
elp	1041792
mos	1285785
elan	1739104
els	895417
atasy	1437775
zen	1463172
omc	29989
snn	845982
fujhy	800364
masi	937556
gtlb	1653482
mktx	1278021
mas	62996
prdsy	1527249
avlr	1348036
cpt	906345
ftch	1740915
ben	38777
jbaxy	1475011
logi	1032975
argx	1697862
ual	100517
bz	1842827
cgnx	851205
nlok	849399
nmr	1163653
estc	1707753
hdely	1400691
teck	886986
l	60086
asx	1122411
cghly	1550635
ptc	857005
ckisy	1065989
evrg	1711269
rgen	730272
cnp	1130310
szsay	1444147
wpc	1025378
bntgy	1533945
fnf	1331875
eqh	1333986
emn	915389
iclr	1060955
maruy	801645
sjr	932872
tme	1744676
ipg	51644
swmay	1011218
incy	879169
lnc	59558
iep	813762
ndsn	72331
clvt	1764046
aap	1158449
cah	721371
uhal	4457
kim	879101
ednmy	1581671
rh	1528849
cck	1219601
sqm	909037
lnt	352541
umicy	1477038
wsm	719955
ldos	1336920
abmrf	1784384
lpla	1397911
wrb	11544
mtn	812011
aem	2809
ts	1190723
lumn	18926
otex	1002638
bmrn	1048477
open	1801169
nwsa	1564708
fnd	1507079
kkoyy	1436794
viv	1066119
dqjcy	1446597
aci	1646972
cgasy	1555207
rjf	720005
iac	1800227
cboe	1374310
kkpny	1001474
jpxgy	1600520
gfl	1780232
fbhs	1519751
hwm	4281
mhk	851968
alsmy	1062066
gme	1326380
phm	822416
tsgty	939383
sjm	91419
stld	1022671
irm	1020569
jll	1037976
chrw	1043277
smfky	1537547
lspd	1823306
whr	106640
pkg	75677
ares	1176948
wlk	1262823
cf	1324404
mro	101778
pags	1712807
pcor	1611052
trgp	1389170
ranjy	1112439
cxo	1358071
aal	6201
lnvgy	932477
wrk	1732845
jxhly	1487533
sc	1580608
amh	1562401
enia	912505
ihg	858446
cchgy	1558633
glob	1557860
jkhy	779152
xray	818479
kep	887225
dar	916540
ffiv	1048695
has	46080
grfs	1438569
gjnsy	1531384
znh	1041668
cna	21175
ctxs	877890
nvcr	1645113
bg	1144519
amigy	1438930
ipxhy	1309035
cpb	16732
ewbc	1069157
rhi	315213
ato	731802
morn	1289419
ggg	42888
kl	1713443
wal	1212545
mpw	1287865
nly	1043219
penn	921738
iliay	1570932
qgen	1015820
stne	1745431
xyigy	1508669
dva	927066
cma	28412
pnr	77360
bldr	1316835
reg	910606
is	1837430
lamr	1090425
stbfy	1587200
emraf	1127248
fmc	37785
gds	1526125
brkr	1109354
alle	1579241
dbx	1467623
fico	814547
disca	1437107
gddy	1609711
psmmy	1439580
hst	1070750
fslr	1274494
sna	91440
kof	910631
yasky	1559460
pltk	1828016
axon	1069183
uwmc	1783398
lii	1069202
ivz	914208
afg	1042046
wtrg	78128
wb	1595761
rmyhy	1636804
ver	1507385
lnegy	1437041
car	723612
glpi	1575965
uhs	352915
monoy	1583055
suz	909327
mmp	1126975
cnpay	1450278
hsic	1000228
wix	1576789
csl	790051
wso	105016
teva	818686
re	1095073
asgly	7646
rpm	110621
mtuay	1342237
ssl	314590
bki	1627014
trex	1069878
frfhf	915191
ndvly	800928
smmyy	1551402
rdeiy	1438654
azpn	929940
aeg	769218
bah	1443646
dks	1089063
bwa	908255
osh	1564406
tpr	1116132
cheoy	1453930
iktsy	1444714
gh	1576280
mrvi	1823239
sbsw	1786909
warfy	901684
sbysf	1783546
manh	1056696
tfii	1588823
smtoy	95227
clf	764065
run	1469367
aos	91142
five	1177609
cube	1298675
ophly	940821
fivn	1288847
rnlsy	1416039
cabo	1632127
icl	941221
pega	1013857
sgpyy	1253494
zion	109380
xlrn	1280600
ttc	737758
wynn	1174922
ntra	1604821
lea	842162
sci	89089
bep	1533232
deck	910521
bap	1001290
wfg	1402388
lad	1023128
ccj	1009001
lsi	944314
jef	96223
mdiby	1379481
erie	922621
qs	1811414
ebr	1439124
ndeky	353991
rdy	1135951
hrgly	1528651
hubb	48898
levi	94845
bhc	885590
cx	1076378
aseky	1450206
dox	1062579
apa	1841666
isuzy	763665
hrc	47518
nvax	1000694
cacc	885550
futu	1754581
cea	1030475
an	350698
gwre	1528396
fosuy	1462456
ovv	1792580
tixt	1825155
nrg	1013871
remyy	1552653
ozon	1822829
zhuzy	1556616
rrx	82811
aiz	1267238
cone	1553023
zlioy	1546084
pen	1321732
cp	16875
siely	1453732
agco	880266
bfam	1437578
chdn	20212
docn	1582961
nbix	914475
ntco	1776967
prymy	1437672
nwl	814453
ni	1111711
tpl	1811074
tap	24545
acm	868857
midd	769520
kotmy	1543727
wes	1423902
efgsy	1445153
arcc	1287750
aemmy	1437776
glpey	1385535
bmbl	1830043
plan	1540755
japsy	318269
cnxc	1803599
mcfe	1783317
nclh	1513761
gl	320335
g	1398659
zlab	1704292
frt	34903
armk	1584509
uelmo	100826
fhn	36966
glbe	1835963
agl	1831097
aa	1675149
site	1650729
oc	1370946
iaugy	1206571
flex	866374
xpo	1166003
rlx	1828365
stor	1538990
tpx	1206264
rs	861884
dlb	1308547
ugi	884614
lscc	855658
y	775368
vst	1692819
aqn	1174169
jnpr	1043604
crox	1334036
ntla	1652130
arvl	1835059
cms-pb	201533
knx	1492691
psxp	1572910
nyt	71691
mrwsy	1446128
jbl	898293
grpty	1395167
h	1468174
gbtc	1588489
mrtx	1576263
seic	350894
see	1012100
smar	1366561
st	1477294
tokuy	1131652
cae	1173382
synh	1610950
ua	1336917
dava	1656081
rl	1037038
chgg	1364954
gntx	355811
bery	1378992
cib	1071371
gps	39911
dxc	1688568
ttek	831641
rexr	1571283
fsv	1637810
agnc	1423689
vno	899689
ipgp	1111928
dseey	1481045
bch	1161125
shtdy	1556605
oled	1005284
vips	1529192
tx	1342874
wex	1309108
leco	59527
pag	1019849
bhvn	1689813
arw	7536
rohcy	1442653
uthr	1082554
bncdy	1667075
ahexy	1446251
hii	1501585
atus	1702780
hmtly	353990
bsac	1027552
atr	896622
ggmc	1818880
shwgy	1505223
ggdvy	925428
lw	1679273
apps	317788
znga	1439404
bmrry	1671235
cbsh	22356
voya	1535929
gfi	1172724
aer	1378789
phys	1477049
zayo	1608249
vrt	1674101
rtmvy	1516536
alv	1034670
miufy	1447113
jazz	1232524
m	794367
cfr	39263
oln	74303
usfd	1665918
cien	936395
fcnca	798941
sommy	1409236
sgms	750004
krc	1025996
smg	825542
bak	1071438
faf	1472787
wu	1365135
pvh	78239
mbt	1115837
nnn	751364
asnd	1612042
rga	898174
cpri	1530721
paa	1070423
bj	1531152
oukpy	1436786
itt	216228
sepjy	1518521
ggb	1073404
mksi	1049502
wsc	1647088
yeti	1670592
meggy	1487786
airc	1820877
dnb	1799208
tdhoy	1288098
kgc	701818
tndm	1438133
sf	720672
atdry	1647435
wrtby	1436771
asai	1834048
au	1067428
tsp	1823593
iaa	1745041
brks	933974
pbct	1378946
apnhy	1454177
klycy	1449614
dooo	1748797
slfpy	1370418
wf	1264136
gmed	1237831
bsmx	1698287
cold	1455863
jhg	1274173
pii	931015
dnfgy	1454473
wms	1604028
hwdjy	1563177
hllgy	1674534
curlf	1756770
pnw	764622
ori	74260
iq	1722608
ntnx	1618732
wh	1722684
egp	49600
bc	14930
slv	1330568
pnfp	1115055
shpmy	1570300
jsgry	1442656
omf	1584207
tol	794170
fr	921825
hnp	929058
bld	1633931
axta	1616862
dci	29644
ohi	888491
expi	1495932
acsay	1448375
stwd	1465128
byd	906553
crsp	1674416
chh	1046311
rba	1046102
mstr	1050446
wk	1445305
pstg	1474432
cvac	1809122
mlluy	1485888
wwd	108312
hta	1360604
shc	1822479
ayi	1144215
upwk	1627475
fybr	20520
snv	18349
legn	1801198
gil	1061894
bl	1666134
ksryy	1668501
shcay	800840
osk	775158
hun	1307954
mat	63276
lfus	889331
swav	1642545
kss	885639
nlsn	1492633
msloy	1447112
adt	1703056
omcl	926326
thc	70318
woof	1826470
csan	1430162
alk	766421
hli	1302215
acc	1283630
brx	1581068
casy	726958
cybr	1598110
celh	1341766
ppc	802481
skx	1065837
pb	1068851
phi	78150
che	19584
pmcb	1157075
kc	1795589
saia	1177702
dsgx	1050140
stag	1479094
bokf	875357
krnt	1625791
arwr	879407
pe	1594466
rpd	1560327
appn	1441683
dcp	1338065
rnr	913144
ffin	36029
mpfry	1417695
bepc	1791863
furcf	1559444
ehc	785161
eeft	1029199
lpx	60519
cfx	1420800
tiscy	773917
ncno	1566895
vrns	1361113
plnt	1637207
insp	1609550
pac	1347557
bbio	1743881
uso	1327068
spt	1517375
bynd	1655210
post	1530950
oge	1021635
ubsfy	1446702
amg	1004434
fvrr	1762301
isday	1224306
exel	939767
chpt	1777393
kajmy	1446660
slab	1038074
evr	1360901
aval	1504764
bpop	763901
rrr	1653653
medp	1668397
caci	16058
vac	1524358
bb	1070235
pso	938323
lstr	853816
pri	1475922
gshd	1726978
sekey	1261759
chng	1756497
frpt	1611647
nfe	1749723
vlpny	1378984
fsk	1422183
eme	105634
colm	1050797
vicr	751978
nycb	910073
ingr	1046257
bgaoy	1325378
ptbry	1504122
eslt	1027664
mtz	15615
rgld	85535
nxst	1142417
wcc	929008
cor	1490892
edr	1766363
srpt	873303
four	1794669
ogfgy	845033
tv	912892
clzny	1366235
mgp	1656936
rcm	1472595
gwr	1012620
pfgc	1618673
angi	1705110
kt	892450
foxf	1424929
tnet	937098
inov	1619954
asgn	890564
athm	1527636
wrby	1504776
coty	1024305
amba	1280263
srcl	861878
gpk	1408075
ar	1433270
felty	1447250
hegiy	1449217
sam	949870
tdc	816761
cigi	913353
syna	817720
crcby	1553915
nvst	1757073
vvv	1674910
leg	58492
mdu	67716
mituy	1446420
swch	1710583
iivi	820318
cwen	1567683
lite	1633978
ccoey	1551467
task	1829864
cohr	21510
txrh	1289460
clh	822818
iipr	1677576
mp	1801368
nep	1603145
algm	866291
gbci	868671
stn	1131383
igt	1619762
powi	833640
prgo	1585364
crct	1828962
cmhhy	1446751
sid	1049659
wts	795403
x	1163302
chk	895126
asr	1123452
kbr	1357615
son	91767
ccohf	1461283
itvpy	1283708
htcmy	1446648
hfc	48039
bpmc	1597264
cuz	25232
beam	1745999
msa	66570
exp	918646
malry	1537280
shmay	1555379
shi	908732
zd	1084048
gtls	892553
dei	1364250
psfe	1833835
staa	718937
rrc	315852
tho	730263
enggy	1446294
hbi	1359841
cert	1827090
zh	1835724
kod	1468748
ozk	1569650
iart	917520
evbg	1437352
twst	1581280
ash	1674862
slm	1032033
reyn	1786431
spsc	1092699
figs	1846576
fsly	1517413
roymy	1592438
expo	851520
nvta	1501134
nov	1021860
novt	1076930
vnt	1786842
mzday	1447122
cnvvy	1694271
zim	1654126
eqt	33213
suopy	1347141
unm	5513
surry	1556607
shmuy	1564228
roll	1324948
man	871763
fate	1434316
snphy	1501108
ncr	70866
irdm	1418819
dv	1819928
cano	1800682
orcc	1655888
hog	793952
hqy	1428336
azek	1782754
esnt	1448893
amkr	1047127
altr	1701732
vly	714310
pacw	1102112
dnli	1714899
gt	42582
hocff	1450349
tfsl	1381668
mtg	876437
src	1308606
ssb	764038
cgc	1737927
lazr	1758057
lpl	1290109
halo	1159036
hele	916789
dada	1793862
esi	1590714
bwxt	1486957
qdel	353569
rdfn	1382821
sqsp	1496963
adrzy	1436467
allk	1564824
laz	1311370
joby	1819848
tkr	98362
brthy	14595
mlco	1381640
nvt	1720635
tenb	1660280
am	1623925
osagy	1603194
cr	25445
jamf	1721947
snx	1177394
paas	771992
nati	935494
negg	1474627
mdla	1540184
timb	1826168
cdk	1609702
hri	1364479
pacb	1299130
pgny	1551306
tlry	1731348
cw	26324
spwr	867773
dq	1477641
rvlv	1746618
gtbif	1795139
ab	825313
nrz	1556593
vir	1706431
neo	1077183
hayw	1834622
amed	896262
diisy	1563255
flo	1128928
nfg	70145
tmx	1428875
esgr	1363829
ida	1057877
rykky	1592049
mcw	1853513
fizz	69891
wbs	801337
saic	1571123
mms	1032220
cakfy	1446707
mtdr	1520006
slg	1040971
rare	1515673
wtfc	1015328
grp-un	1564538
chx	1723089
hhc	1498828
cit	1171825
ayx	1689923
ryn	52827
aacay	1447647
stl	1070154
ely	837465
achc	1520697
abcm	1492074
nkrky	1436790
anat	1801075
smtc	88941
hlne	1433642
drvn	1804745
pdce	77877
mara	1507605
imab	1778016
fl	850209
bcpc	9326
trno	1476150
dsey	1831617
vmi	102729
vopky	1452188
wing	1636222
bldp	1453015
ssd	920371
mnso	1815846
virt	1592386
hlf	1180262
cc	1627223
eye	1710155
wen	30697
lysdy	1444327
ads	1101215
alks	1520262
comp	1563190
umbf	101382
nomd	1651717
hxl	717605
ufpi	912767
icui	883984
mgy	1698990
fcn	887936
fls	30625
pinc	1577916
seb	88121
hiw	921082
shlx	1610466
gtes	1718512
ai	1577526
spce	1706946
etrn	1747009
psb	866368
rli	84246
wynmy	1480134
aqua	1604643
bxmt	1061630
sig	832988
mttr	1819394
hcm	1648257
avnt	1122976
flyw	1580560
jblu	1158463
newr	1448056
seas	1564902
lhcg	1303313
ubsi	729986
trip	1526520
adpt	1478320
thg	944695
migi	1218683
r	85961
cere	1805387
lanc	57515
al	1487712
jbt	1433660
awi	7431
musa	1573516
msm	1003078
sigi	230557
ocdx	1828443
hr	899749
rdn	890926
spr	1364885
atc	1762459
rsi	1793659
tpdky	1436652
hasi	1561894
crus	772406
jwn	72333
nsp	1000753
dufry	1546354
tuya	1829118
umpq	1077771
sbs	1170858
wwe	1091907
tnl	1361658
qtwo	1410384
cixx	1829948
sem	1320414
env	1337619
dds	28917
cig	1157557
rhp	1040829
shls	1831651
opch	1014739
he	354707
amn	1142750
nsa	1618563
appf	1433195
sstk	1549346
yy	1530238
nkla	1731289
mtsi	1493594
asmvy	1447945
tgtx	1001316
cour	1651562
tgna	39899
pwsc	1835681
qlys	1107843
hrb	12659
asccy	1600930
lpro	1806201
adc	917251
chffy	1601994
msgs	1636519
pk	1617406
axs	1214816
nova	1772695
hwc	750577
focs	1651052
nea	1195737
hain	910406
slgn	849869
kaiky	1447126
cns	1284812
mur	717423
neog	711377
btg	1429937
abcl	1703057
fsr	1720990
nari	1531048
ttec	1013880
pzza	901491
cri	1060822
mime	1644675
wygpy	1450021
edu	1372920
unvr	1494319
jobs	1295484
sjmhy	1599962
mc	1596967
taipy	1716957
lfst	1845257
olli	1639300
dct	1160951
pegry	1455633
por	784977
sndr	1692063
apg	1796209
ions	874015
bhf	1685040
lxp	910108
sail	1627857
goos	1690511
rnmby	1450345
sfbs	1430723
abg	1144980
ektay	1451160
tsuky	702257
fubo	1484769
pnm	1108426
hpp	1482512
atkr	1666138
kmpr	860748
sitm	1451809
lthm	1742924
wns	1356570
bzzuy	1437774
cnmd	816956
arvn	1655759
egrny	1595085
pfsi	1745916
lope	1434588
aeo	919012
tuify	1342875
adnt	1670541
kwr	81362
qrtea	1355096
bndsy	1438556
trup	1371285
box	1372612
sun	1552275
hgv	1674168
amrs	1365916
safm	812128
cwst	911177
ninoy	1446588
sdipf	1562040
nvro	1444380
enlc	1592000
auy	1264089
prft	1085869
cwk	1628369
exls	1297989
anhgy	1602277
ago	1273813
maury	62919
bkh	1130464
neu	1282637
safe	1688852
lmnd	1691421
ryan	1849253
lkncy	1767582
ppbi	1028918
alrm	1459200
homb	1331520
diod	29002
wd	1497770
ameh	1083446
ay	1601072
fele	38725
kbh	795266
upchy	1447772
sum	1621563
vg	1272830
bcucy	1581285
kfy	56679
iova	1425205
mxl	1288469
sxt	310142
doc	1574540
me	1804591
spb	109177
sgfy	1828182
ora	1296445
atds	1068689
knbe	1664998
sdgr	1490978
sklz	1801661
jbgs	1689796
livn	1639691
xrx	1770450
carg	1494259
bku	1504008
cef	1726122
lesl	1821806
veon	1468091
ensg	1125376
den	945764
sono	1314727
mth	833079
ebc	1810546
mmsi	856982
vne	1733186
krtx	1771917
swx	1692115
psth	1811882
frhc	924805
olo	1431695
isbc	1594012
